SurveyYear,SurveyPeriod,SiteName,StartDate,EndDate,Race,EstimatedAnnualIncome,ZipCode,SurveyResponseID,Q1 - DoMoreVolunteerWork,Q2 - SeeFriendsMore,Q3 - TakeCareOfHealth,Q4 - EatBetterMeals,Q5 - HaveMoreEnergy,Q6 - FeelHappier,Q7 - SomethingToLookForwardTo,Q8 - KnowWhereToAsk,Q9 - FeelIndependent,Q10 - FeelSeniorCenterPositiveEffect,Q11 - LearnNewThings,Q12 - LearnedAboutServices,Q13 - MoreActive,Q14 - WouldRecommendSeniorCenter,Open1 - HowSeniorCenterChangedLife,Open2 - ParticipateInTheseActivities
2017,2,Wallingford Senior Center,29:05.0,30:01.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,8975,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,NULL,"Exercise, lunch, lectures"
2017,2,Wallingford Senior Center,27:24.0,28:55.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98105,8976,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Chances for expressing ideas and viewpoints,"Book group, visiting the center at least once or twice a week for conversation"
2017,2,Wallingford Senior Center,25:54.0,27:15.0,White or Caucasian ,Not Specified,98102,8977,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,NULL,Games (mah jongg)
2017,2,Wallingford Senior Center,24:02.0,25:45.0,White or Caucasian ,Not Specified,98102,8978,Almost Never,Sometimes,Almost Never,Almost Never,Almost Never,Sometimes,Almost Never,Almost Never,Almost Never,Sometimes,Sometimes,Sometimes,Almost Never,Most of the Time,NULL,Mah jongg
2017,2,Wallingford Senior Center,22:09.0,23:49.0,"Asian, Asian-American ",Not Specified,98103,8979,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Provides me with a sense of belonging that I lost once I retired,"Volunteer, Workshops: R2R, WWCC"
2017,2,Wallingford Senior Center,20:22.0,22:00.0,American Indian or Alaska Native ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98105,8980,Sometimes,Sometimes,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Sometimes,Feeling more comfortable asking for help and assistance,Seeing social worker
2017,2,Wallingford Senior Center,15:24.0,19:17.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98105,8981,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Gives me a place to take my 92-yr old dad. Get good exercise 3x a week. Keeps me as a caregiver. A chance to see others. Leads to other outside activities and resources. I'm 62 years old and am very encouraged by the older people who function so highly.,"Enhance fitness, van transportation, occasional meal. Social worker directed me to services when dad moved here from another state. "
2017,2,Wallingford Senior Center,13:12.0,15:15.0,"Asian, Asian-American ","Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98105,8982,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,More social engagement and reach out to the community,"Knitting class, medical presentation, trips, enhance fitness, using computer, lunch, special culture presentation"
2017,2,Wallingford Senior Center,11:49.0,13:03.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98109,8983,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Grow vegetables at senior center P-Patch
2017,2,Wallingford Senior Center,08:43.0,10:22.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98115,8984,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,"Love the openness, volunteers, workers, and bridge friends",Bridge
2017,2,Wallingford Senior Center,59:24.0,01:17.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,8985,Sometimes,Most of the Time,Almost Never,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,"Learning new skills, making new friends, feel welcome and valued","Pick up bread, volunteer at desk, drive others"
2017,2,Wallingford Senior Center,57:13.0,59:14.0,Other ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98115,8986,Not Applicable,Sometimes,Not Applicable,Not Applicable,Not Applicable,Sometimes,Not Applicable,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Mental exercise - bridge!!,Bridge
2017,2,Wallingford Senior Center,55:33.0,57:02.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98112,8987,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Always something to look forward to participating in,"Bridge, art, volunteer work"
2017,2,Wallingford Senior Center,53:51.0,55:24.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98105,8988,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Participate, have fun, socialize more","Volunteer, scrabble, bridge, Enhance Fitness"
2017,2,Wallingford Senior Center,50:46.0,53:41.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,8989,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,NULL,"Tuesday bridge at this point - Before, took Spanish lessons & went on several trips to Mexico with the group"
2017,2,Wallingford Senior Center,49:00.0,50:37.0,White or Caucasian ,"Moderate: Less than $44,750 for 1 person; or $51,150 for 2 people",98105,8990,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I have more friends,"Lunch, cribbage, mah jongg, scrabble, discussions, classes"
2017,2,Wallingford Senior Center,43:07.0,48:50.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,8991,Not Applicable,Sometimes,Sometimes,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Almost Never,Most of the Time,It takes me out of my home twice a week for social activity,"Social bridge, duplicate bridge, class"
2017,2,Wallingford Senior Center,42:00.0,42:52.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98103,8992,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,NULL
2017,2,Wallingford Senior Center,39:16.0,41:51.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,8993,Most of the Time,Sometimes,Most of the Time,Not Applicable,Sometimes,Sometimes,Most of the Time,Not Applicable,Sometimes,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Have greater access to a computer. Met twice a month w/ other men over 60 years old to converse on various topics.,"Men's group, computer lab, event volunteering, presentation topics like medicare & adult village"
2017,2,Wallingford Senior Center,37:10.0,39:00.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98125,8994,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"Yoga, tai chi, lunch 1-2x a week, ukulele class, help bring in the bread once a week"
2017,2,Wallingford Senior Center,36:14.0,37:00.0,American Indian or Alaska Native ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98107,8995,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,NULL
2017,2,Wallingford Senior Center,34:25.0,36:05.0,White or Caucasian ,Not Specified,98105,8996,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Less depressed,"Games, i.e. Mah Jongg, Scrabble"
2017,2,Wallingford Senior Center,33:23.0,34:15.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98103,8997,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,As above,NULL
2017,2,Wallingford Senior Center,31:32.0,33:00.0,White or Caucasian ,Not Specified,98103,8998,Not Applicable,Almost Never,Almost Never,Almost Never,Most of the Time,Most of the Time,Most of the Time,Almost Never,Almost Never,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,"Met great, fun people at bridge",Bridge
2017,2,Wallingford Senior Center,28:47.0,31:24.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98122,8999,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I have enjoyed meeting new people and the bridge games. Also like the lunches where I also meet new people.,"Bridge, Lunch"
2017,2,Wallingford Senior Center,26:39.0,28:18.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98115,9000,Almost Never,Most of the Time,Sometimes,Not Applicable,Not Applicable,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Sometimes,Most of the Time,Sharpens my thinking ability,playing bridge
2017,2,Wallingford Senior Center,23:42.0,26:29.0,"Other, White or Caucasian ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98107,9001,Almost Never,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"The social work contact alone has been of invaluable importance. That and I have met the moat amazing, wonderful people.",I have performed my poetry here for this community and regularly use the computer center. And I'm learning to knit!
2017,2,Wallingford Senior Center,21:50.0,23:32.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,9002,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Has maintained my health - I began upon moving to Seattle,"Enhance fitness, occasional other activities  "
2017,2,Wallingford Senior Center,20:22.0,21:41.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,9003,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"Enhance fitness, field trips, cultural programs"
2017,2,Wallingford Senior Center,17:09.0,19:45.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,9004,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Better health,Exercise
2017,2,Wallingford Senior Center,14:54.0,16:27.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98102,9005,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Improved physical health,Enhance fitness
2017,2,Wallingford Senior Center,13:31.0,14:45.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98119,9006,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,NULL,Exercise. Computer use and/or class
2017,2,Wallingford Senior Center,11:43.0,13:22.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,9007,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"Enhance fitness, various classes and informational activities"
2017,2,Wallingford Senior Center,08:59.0,11:17.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98105,9008,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,NULL,1. Enhance fitness (3 days per week)  2. Lunch  3. Volunteer serving lunch
2017,2,Wallingford Senior Center,30:28.0,08:36.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98133,9009,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Would you believe that after my keys and wallet fell out of my pocket on the way to the Shoreline School's Human Resources Department last Tuesday, I was comforted in prayer by one of my new church members. On Friday, TO MY DELIGHT I WAS HANDED BOTH KEYS ","Lunch, computer room, movies, free essential baking artisan bread :)"
2017,2,Wallingford Senior Center,29:08.0,30:07.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98103,9010,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Enhance Fitness
2017,2,Wallingford Senior Center,21:31.0,28:46.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98125,9011,Almost Never,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Almost Never,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,NULL,NULL
2017,2,Wallingford Senior Center,11:04.0,15:15.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98103,9012,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,New friends. Keeps me more upbeat.,"Meals, Mah jong, Outings, Internet"
2017,2,Wallingford Senior Center,08:08.0,10:36.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98115,9013,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,"Extremely variable - I pick and choose the activities that appeal to me: use computer, watch films, exercise, lectures, lunches occasionally, etc. etc. "
2017,2,South Park,21:38.0,25:30.0,"Hispanic, Latino ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,9014,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Not worried about starving or clothes & food,"Dinner, Food Bank, Clothing Bank"
2017,2,South Park,19:32.0,21:30.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9015,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Almost Never,Almost Never,Most of the Time,Sometimes,Sometimes,Not Applicable,Almost Never,Happy life,Dinner
2017,2,South Park,17:26.0,19:23.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98146,9016,Not Applicable,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,Sometimes,Almost Never,Almost Never,Sometimes,Nothing,Karaoke
2017,2,South Park,14:51.0,17:17.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9017,Almost Never,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Yes, Senior Center has changed my life",Dinner Karaoke
2017,2,South Park,13:12.0,14:30.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9018,Not Applicable,Most of the Time,Most of the Time,Sometimes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Sometimes,Not Specified,Not Specified,Not Specified,I have new friend,Karaoke
2017,2,South Park,09:29.0,12:56.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9019,Not Applicable,Most of the Time,Most of the Time,Sometimes,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Not Specified,Sometimes,Not Specified,Not Specified,Not Specified,I like this place because I have new friend,Dinner
2017,2,South Park,07:00.0,09:12.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9020,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Happy,Dinner Karaoke
2017,2,South Park,05:11.0,06:51.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9021,Not Specified,Sometimes,Not Specified,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Sometimes,Not Specified,Not Specified,Not Specified,Not Specified,NULL,Dinner
2017,2,South Park,03:05.0,04:54.0,"Asian, Asian-American ","Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98118,9022,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Sometimes,Most of the Time,Sometimes,Most of the Time,Sometimes,I'm happy,Dinner Karaoke
2017,2,South Park,00:33.0,02:57.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,9023,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,i'm happy,Dinner Karaoke
2017,2,South Park,58:46.0,00:27.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98104,9024,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,I have new friends,Dinner Karaoke
2017,2,South Park,55:51.0,58:39.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98126,9025,Not Applicable,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Happier, good, Healthier; Stronger, always feel good",Dinner Karaoke
2017,2,South Park,52:39.0,55:44.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98118,9026,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,I came here for enjoy dinner and sing karaoke,Dinner Karaoke
2017,2,South Park,49:44.0,52:33.0,"Asian, Asian-American ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98134,9027,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Most of the Time,I like to come here for dinner & karaoke. Happyer,Dinner Karaoke
2017,2,South Park,45:44.0,49:38.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98108,9028,Not Applicable,Most of the Time,Most of the Time,Not Specified,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Health knowledge improved,Parkinson's Support Group
2017,2,South Park,43:35.0,45:37.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98136,9029,Not Applicable,Sometimes,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,I am not alone.,Parkinson's Support Group
2017,2,South Park,41:09.0,43:19.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98136,9030,Not Applicable,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,NULL,Parkinson's Support Group
2017,2,South Park,38:25.0,40:52.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98146,9031,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Not Applicable,Sometimes,Sometimes,Not Specified,Sometimes,More knowledge,Parkinson's Support Group
2017,2,South Park,33:25.0,38:01.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98136,9032,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Sometimes,Sometimes,Sometimes,Sometimes,Most of the Time,Not Applicable,Sometimes,Sometimes,Not Specified,Sometimes,More knowledge,"Parkinson's Support Group, Events, Movies, Field Trips"
2017,2,South Park,30:05.0,33:18.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98136,9033,Sometimes,Sometimes,Sometimes,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Sometimes,Sometimes,Not Applicable,Not Applicable,Sometimes,Associating with people my own age!,Parkinson's Support Group
2017,2,South Park,26:13.0,29:58.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98136,9034,Most of the Time,Sometimes,Not Specified,Not Applicable,Sometimes,Sometimes,Not Applicable,Not Applicable,Most of the Time,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Meet new people,I go to their Parkinson's Group
2017,2,South Park,22:26.0,25:51.0,Other ,Not Specified,98108,9035,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Not Applicable,Not Applicable,Not Applicable,Most of the Time,Sometimes,Not Applicable,Not Applicable,Sometimes,"I read books I would never have read on my own; I learn other viewpts about numerous, & sometimes controversial topics.",Evening Book Club
2017,2,South Park,20:36.0,22:13.0,"Hispanic, Latino ","Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,9036,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Meal
2017,2,South Park,18:23.0,20:29.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98106,9037,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Gave me purpose,"Board member, Meals"
2017,2,South Park,15:02.0,18:16.0,White or Caucasian ,"Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98106,9038,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Not Applicable,Not Applicable,Most of the Time,Most of the Time,Sometimes,Sometimes,Most of the Time,Improved better understanding of community,Tuesday Bookclub group
2017,2,South Park,12:43.0,14:56.0,Other ,Not Specified,98106,9039,Sometimes,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Making new friends,Tuesday Book Club
2017,2,South Park,10:05.0,12:28.0,White or Caucasian ,"Low:  Less than $30,900 for 1 person; or $35,300 for 2 people",98108,9040,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Most of the Time,Most of the Time,Sometimes,Sometimes,Not Specified,Most of the Time,NULL,"Exercise, Dinner, Cards"
2017,2,South Park,06:45.0,09:58.0,Other ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98108,9041,Sometimes,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Play cards, Bingo, Enjoy meals, Feel better, physically and mentally",PM Meal
2017,2,South Park,02:57.0,06:36.0,White or Caucasian ,"Very Low:  Less than $18,550 for 1 person; or $21,200 for 2 people",98146,9042,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Applicable,Almost Never,Most of the Time,Sometimes,Almost Never,Most of the Time,Most of the Time,NULL,"Meals, Games"
2017,2,South Park,00:58.0,02:51.0,"Black, African-American, Other African ","Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98118,9043,Not Specified,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Sometimes,Not Applicable,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,NULL,Meals
2017,2,South Park,58:19.0,00:51.0,"Black, African-American, Other African ","Above Moderate:  More than $44,750 for 1 person; or $51,150 for 2 people",98108,9044,Almost Never,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,Most of the Time,"Better health, eating & exercise","Meals, exercise, Pizegram [sic]"
